id,name,released,rating,metacritic,playtime,platforms,genres,stores,tags,esrb_rating
184,Cities: Skylines,2015-03-09,4.12,85,9,"{""Xbox One"",PC,macOS,Linux,""Nintendo Switch"",""PlayStation 4""}","{Strategy,Simulation}","{Steam,""PlayStation Store"",""Xbox Store"",""Nintendo Store"",""Epic Games""}","{Singleplayer,""Steam Achievements"",""Steam Cloud"",steam-trading-cards,""Great Soundtrack"",""Partial Controller Support"",Funny,Sandbox,""Steam Workshop"",""Includes level editor"",Moddable,""Family Friendly"",""Replay Value"",Realistic,Building,Management,""Real-Time with Pause"",Economy,""Resource Management"",""City Builder"",Mod,Modern}",Everyone
185,Paladins,2016-09-14,3.09,78,6,"{macOS,PC,""PlayStation 4"",""Xbox One"",""Nintendo Switch""}","{Action,Shooter}","{""PlayStation Store"",Steam,""Xbox Store"",""Nintendo Store""}","{""Steam Achievements"",Multiplayer,steam-trading-cards,Co-op,cooperative,First-Person,""Partial Controller Support"",FPS,""Online Co-Op"",Fantasy,Funny,Survival,""Free to Play"",""Online multiplayer"",""Early Access"",Anime,PvP,""In-App Purchases"",Team-Based,Memes,MOBA}",Teen
186,Batman: Arkham City - Game of the Year Edition,2012-09-06,4.4,91,9,"{""PlayStation 4"",""Xbox 360"",""Xbox One"",""PlayStation 3"",macOS,PC}","{Action,Adventure}","{""Epic Games"",Steam,""App Store""}","{Singleplayer,""Steam Achievements"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Story Rich"",""Open World"",""Third Person"",""Partial Controller Support"",Sandbox,Stealth,Controller,Action-Adventure,Cinematic,""Beat 'em up"",Metroidvania,""3D Vision"",Detective,""Comic Book"",Superhero,Batman}",Teen
187,Mafia II,2010-08-23,4.24,77,13,"{""PlayStation 3"",""Xbox 360"",PC,""Xbox One""}","{Action,Shooter}","{""Xbox Store"",Steam,""Xbox 360 Store"",""PlayStation Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,Atmospheric,""Great Soundtrack"",RPG,""Story Rich"",""Open World"",""Third Person"",""Partial Controller Support"",Classic,Sandbox,""Third-Person Shooter"",Nudity,Crime,""3D Vision"",Driving,Music,America}",Mature
1989,Quake II RTX,2019-06-04,3.7,,1,"{Linux,PC}",{Action},"{Steam,GOG}","{Singleplayer,Gore,Violent,""Free to Play""}",Mature
189,The Stanley Parable,2013-10-16,4.37,88,3,"{PC,macOS,Linux}","{Adventure,Indie}","{""Epic Games"",Steam}","{Singleplayer,""Full controller support"",Atmospheric,""Story Rich"",First-Person,Funny,Exploration,Comedy,""Captions available"",Short,""Choices Matter"",""Walking Simulator"",""Multiple Endings"",Surreal,Narration,Psychological,Satire,""Dynamic Narration""}",
190,Far Cry 4,2014-11-17,3.81,80,18,"{""PlayStation 4"",""PlayStation 3"",PC,""Xbox One"",""Xbox 360""}",{Shooter},"{""PlayStation Store"",""Xbox Store"",Steam,""Xbox 360 Store""}","{Singleplayer,Multiplayer,Atmospheric,RPG,Co-op,""Story Rich"",""Open World"",cooperative,First-Person,""Partial Controller Support"",FPS,""Online Co-Op"",Exploration,Sandbox,Survival,Stealth,""Action RPG"",Crafting,Hunting}",Mature
191,DOOM Eternal,2020-03-19,4.37,86,12,"{PC,""PlayStation 4"",""Xbox One"",""Nintendo Switch"",""PlayStation 5""}","{Action,Shooter}","{""PlayStation Store"",""Xbox Store"",""Nintendo Store"",Steam}","{Singleplayer,Multiplayer,Atmospheric,""Great Soundtrack"",Co-op,First-Person,Sci-fi,""Partial Controller Support"",Horror,FPS,Gore,Violent,""Online multiplayer"",Fast-Paced,Blood,Demons}",Mature
192,"Deus Ex: Human Revolution - Director's Cut",2013-10-21,4.3,91,6,"{""Wii U"",PC,macOS,""Xbox 360"",""PlayStation 3""}","{Action,RPG}","{""PlayStation Store"",""App Store"",GOG,Steam,""Nintendo Store""}","{Singleplayer,""Steam Achievements"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",RPG,""Story Rich"",""Open World"",First-Person,Sci-fi,""Partial Controller Support"",FPS,Stealth,""Action RPG"",""Captions available"",""Replay Value"",Futuristic,combat,Cyberpunk,Dystopian,Story,""Commentary available"",character,Conspiracy,Hacking,weapons,""Inventory Management"",secrets,Transhumanism}",Mature
193,Halo Infinite,2021-12-07,3.67,84,2,"{""Xbox One"",PC,""Xbox Series S/X""}","{Action,Shooter,Adventure}","{Steam,""Xbox Store""}","{Singleplayer,Multiplayer,""Full controller support"",Atmospheric,""Great Soundtrack"",Co-op,""Story Rich"",""Open World"",cooperative,First-Person,Sci-fi,FPS,""Online Co-Op"",Classic,Sandbox,""Free to Play"",Action-Adventure,PvP,Space,Futuristic,Aliens,combat,""Sexual Content"",""Online PvP"",battle,Lore-Rich,Epic,Beautiful,weapons,hero,balance,Endless,arena,tv,map,hd,Gaming}",Teen
194,Resident Evil 5,2009-03-02,3.81,86,11,"{""Xbox One"",""Xbox 360"",PC,""Nintendo Switch"",""PlayStation 3"",""PlayStation 4""}","{Action,Shooter}","{""PlayStation Store"",""Nintendo Store"",Steam,""Xbox 360 Store"",""Xbox Store""}","{Singleplayer,Multiplayer,cooperative,""Online Co-Op"",""Third-Person Shooter"",Zombies,""Survival Horror""}",Mature
195,Call of Duty: Modern Warfare 2,2009-11-09,4.26,86,22,"{PC,""Xbox One"",""PlayStation 3"",macOS,""Xbox 360""}",{Shooter},"{""PlayStation Store"",Steam,""Xbox 360 Store"",""Xbox Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",Atmospheric,""Great Soundtrack"",Co-op,""Story Rich"",cooperative,First-Person,FPS,""Online Co-Op"",Tactical,PvP,Zombies,Moddable,War,""Valve Anti-Cheat enabled"",Military,Linear}",Mature
196,XCOM 2,2016-02-03,4.1,88,15,"{""Nintendo Switch"",macOS,PC,""PlayStation 4"",Linux}","{RPG,Strategy}","{""Epic Games"",GOG,""PlayStation Store"",Steam,""App Store"",""Xbox Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",RPG,Co-op,cooperative,Sci-fi,Horror,Difficult,Tactical,""Steam Workshop"",""Cross-Platform Multiplayer"",Moddable,Turn-Based,""Character Customization"",Futuristic,Aliens,""Turn-Based Strategy"",""Turn-Based Tactics"",""Perma Death""}",Teen
197,Assassin’s Creed III,2012-10-29,3.74,80,22,"{""Wii U"",""Xbox 360"",""PlayStation 3"",""Xbox One"",""PlayStation 4"",PC}",{Action},"{Steam,""PlayStation Store"",""Nintendo Store"",""Xbox Store"",""Xbox 360 Store""}","{Singleplayer,Multiplayer,Atmospheric,""Story Rich"",""Open World"",""Third Person"",""Partial Controller Support"",Sandbox,Stealth,Controller,Action-Adventure,Historical,Parkour,Assassin,America,""Alternate History"",Conspiracy,Hunting}",Mature
2004,Frantics,2018-02-19,3.5,,0,"{""PlayStation 4"",Android}","{Arcade,Casual}","{""PlayStation Store"",""App Store"",""Google Play""}",{exclusive},Everyone 10+
198,Insurgency,2014-01-21,3.42,74,4,"{macOS,PC,Linux}","{Action,Shooter,Indie}",{Steam},"{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",Atmospheric,steam-trading-cards,Co-op,cooperative,First-Person,FPS,""Online Co-Op"",Tactical,""Steam Workshop"",PvP,""Cross-Platform Multiplayer"",""Includes level editor"",War,Realistic,Team-Based,""Valve Anti-Cheat enabled"",Military,Competitive}",
199,Disco Elysium,2019-10-13,4.42,91,6,"{PC,macOS,""Xbox One"",""Nintendo Switch"",""PlayStation 4"",""Xbox Series S/X"",""PlayStation 5""}","{Adventure,RPG,Indie}","{Steam,GOG,""Epic Games"",""App Store"",""PlayStation Store"",""Nintendo Store""}","{Singleplayer,RPG,""Story Rich"",role-playing,Isometric}",Mature
200,Ori and the Blind Forest: Definitive Edition,2016-04-26,4.42,88,6,"{""Xbox One"",PC,""Nintendo Switch"",""Xbox 360""}","{Adventure,Platformer}","{""Nintendo Store"",Steam,""Xbox Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,""Great Soundtrack"",RPG,""Story Rich"",""Open World"",2D,Fantasy,Difficult,Controller,stats,""Family Friendly"",Cute,""Side Scroller"",Metroidvania,2.5D}",Everyone
201,Saints Row 2,2008-10-13,3.56,78,2,"{""PlayStation 3"",""Xbox 360"",PC,Linux,""Xbox One""}","{Action,Shooter}","{""Xbox Store"",""PlayStation Store"",Steam,GOG,""Xbox 360 Store""}","{Singleplayer,Multiplayer,""Steam Cloud"",""Great Soundtrack"",Co-op,""Open World"",cooperative,""Third Person"",""Online Co-Op"",Funny,Sandbox,""Female Protagonist"",Comedy,""Third-Person Shooter"",Moddable,""Character Customization"",""Replay Value"",Crime,overlay,""Co-op Campaign""}",Mature
202,Trine 2: Complete Story,2013-06-04,3.72,84,4,"{""PlayStation 4"",""Nintendo Switch"",PC,Linux,macOS}","{Action,Indie,Puzzle,Platformer}","{""PlayStation Store"",Steam,GOG,""Nintendo Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",RPG,Co-op,cooperative,2D,""Online Co-Op"",Fantasy,""Split Screen"",""Local Co-Op"",""Local Multiplayer"",""Steam Workshop"",""Cross-Platform Multiplayer"",""Includes level editor"",""controller support"",Physics,Medieval,""3D Vision""}",
203,Viscera Cleanup Detail: Shadow Warrior,2013-09-25,2.59,,2,"{macOS,PC}","{Action,Simulation,Indie}","{Steam,""App Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Co-op,cooperative,First-Person,FPS,Funny,Gore,Comedy,""Split Screen"",""3D Vision"",Blood}",Mature
204,Among Us,2018-07-24,3.85,82,5,"{Android,""Nintendo Switch"",PC,iOS,""PlayStation 4"",""PlayStation 5"",""Xbox One""}","{Action,Simulation,Casual}","{""App Store"",itch.io,Steam,""Nintendo Store"",""Google Play""}","{Multiplayer,Co-op,cooperative,2D,""Online Co-Op"",""Online multiplayer"",""Local Co-Op"",""Local Multiplayer"",Space,""Cross-Platform Multiplayer"",""In-App Purchases"",ship,Minigames,party-game,spaceship}",Everyone 10+
205,Counter-Strike: Condition Zero,2004-02-29,3.14,65,1,"{PC,macOS,Linux}",{Action},{Steam},"{Singleplayer,Multiplayer,First-Person,FPS,""Online Co-Op"",Classic,Team-Based,""Valve Anti-Cheat enabled"",Military,Competitive}",
206,Amnesia: A Machine for Pigs,2013-09-08,3.23,72,2,"{Linux,macOS,PC}","{Action,Adventure,Indie}","{""Epic Games"",Steam,GOG}","{Singleplayer,""Full controller support"",""Steam Cloud"",Atmospheric,""Great Soundtrack"",""Story Rich"",First-Person,Horror,Gore,Survival,Stealth,Dark,""controller support"",""Survival Horror"",""Captions available"",Short,""Walking Simulator"",Steampunk,Linear}",
207,SOMA,2015-09-20,4.16,84,6,"{""PlayStation 4"",""Xbox One"",PC,macOS,Linux}","{Action,Adventure,Indie}","{""Epic Games"",""PlayStation Store"",Steam,GOG,""Xbox Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",""Story Rich"",First-Person,Sci-fi,Horror,Gore,Survival,Stealth,""Steam Workshop"",Moddable,""Survival Horror"",""Walking Simulator"",Robots,Underwater}",Mature
208,Total War: SHOGUN 2,2011-03-13,3.6,90,5,"{macOS,PC,Linux}",{Strategy},{Steam},"{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",steam-trading-cards,""Great Soundtrack"",Co-op,cooperative,Tactical,stats,Moddable,Turn-Based,Historical,RTS,Medieval,""Valve Anti-Cheat enabled"",Military,""Turn-Based Strategy"",Stylized,""Turn-Based Tactics"",""Grand Strategy"",Ninja,""Real Time Tactics"",Diplomacy}",
209,Watch Dogs 2,2016-11-27,3.84,79,17,"{""Xbox One"",""PlayStation 4"",PC}","{Action,Adventure}","{Steam,""PlayStation Store"",""Xbox Store"",""Epic Games""}","{Singleplayer,Multiplayer,Atmospheric,Co-op,""Open World"",cooperative,""Third Person"",""Partial Controller Support"",Gore,Comedy,Stealth,""Third-Person Shooter"",Cute,Mature,Parkour,""Sexual Content"",Crime,Illuminati,Hacking,""first person mod""}",Mature
210,Red Dead Redemption,2010-05-17,4.43,95,7,"{""Nintendo Switch"",""PlayStation 4"",""Xbox One"",""Xbox 360"",""PlayStation 3""}","{Action,Shooter}","{""Xbox Store"",""PlayStation Store"",""Xbox 360 Store""}","{Multiplayer,combat,shoot,waves,nightmare,clone}",Mature
211,Grand Theft Auto III,2001-10-21,4.15,93,1,"{macOS,PC,iOS,Android,""PlayStation 4"",""PlayStation 2"",Xbox}","{Action,Shooter}","{""PlayStation Store"",Steam,""Google Play"",""App Store""}","{Singleplayer,Multiplayer,Atmospheric,""Great Soundtrack"",""Story Rich"",""Open World"",""Third Person"",""Partial Controller Support"",Classic,Sandbox,Violent,""Third-Person Shooter"",Moddable,Mature,Crime,Driving,""Silent Protagonist"",Satire,""first person mod""}",Mature
212,Thief,2014-02-24,3.25,70,5,"{""PlayStation 4"",""PlayStation 3"",""Xbox 360"",""Xbox One"",macOS,PC}","{Action,Adventure}","{""Xbox Store"",Steam,""PlayStation Store"",""Xbox 360 Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,RPG,""Open World"",First-Person,Horror,FPS,Fantasy,""Steam Leaderboards"",Stealth,Dark,Nudity,Medieval,Parkour,""3D Vision"",Steampunk,Assassin,Heist}",Mature
213,Shadowrun Returns,2013-07-23,3.51,76,4,"{PC,macOS,Android,Linux,iOS}","{RPG,Strategy,Indie}","{""App Store"",Steam,GOG,""Google Play"",""Epic Games""}","{Singleplayer,Atmospheric,RPG,""Story Rich"",Sci-fi,Fantasy,""Female Protagonist"",Tactical,""Includes level editor"",Moddable,Turn-Based,Isometric,""Turn-Based Strategy"",Cyberpunk,Dystopian,Kickstarter,CRPG,Crowdfunded}",
214,The Last of Us Part II,2020-06-18,4.42,93,0,"{""PlayStation 4"",""PlayStation 5""}","{Action,Shooter,Adventure}","{""PlayStation Store""}","{Singleplayer,Atmospheric,Survival,Violent,Stealth,Action-Adventure,exclusive,""3rd-Person Perspective"",Blood,America,LGBTQ+,""Role Playing Game""}",Mature
215,Ori and the Blind Forest,2015-03-09,4.39,88,6,"{""Xbox 360"",""Xbox One"",PC}","{Adventure,Platformer}",{Steam},"{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",RPG,""Story Rich"",""Open World"",2D,Fantasy,Difficult,Exploration,stats,""Family Friendly"",Cute,""Side Scroller"",Metroidvania,2.5D}",Everyone
216,Wolfenstein II: The New Colossus,2017-10-24,4.09,86,11,"{""PlayStation 4"",PC,""Nintendo Switch"",""Xbox One""}","{Action,Shooter}","{""PlayStation Store"",GOG,Steam,""Xbox Store"",""Nintendo Store""}","{Singleplayer,Atmospheric,""Great Soundtrack"",""Story Rich"",""Open World"",First-Person,Sci-fi,Horror,FPS,Gore,Comedy,Violent,Stealth,Nudity,Dystopian,""World War II"",Illuminati,Heist,""Alternate History"",Einzelspieler,Steam-Errungenschaften,""Volle Controllerunterstützung""}",Mature
217,Call of Duty: Black Ops III,2015-11-05,3.26,73,15,"{""Xbox 360"",""Xbox One"",""PlayStation 3"",PC,""PlayStation 4""}","{Action,Shooter}","{""Xbox 360 Store"",""PlayStation Store"",Steam,""Xbox Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",Atmospheric,""Great Soundtrack"",Co-op,""Story Rich"",""Open World"",cooperative,First-Person,Sci-fi,FPS,Gore,""Steam Leaderboards"",""Steam Workshop"",Zombies,Futuristic,""Valve Anti-Cheat enabled"",Parkour,Robots,battle,Illuminati,""Quick-Time Events""}",Mature
218,This War of Mine,2014-11-13,4.07,83,4,"{Android,""PS Vita"",""Nintendo Switch"",Linux,macOS,PC,iOS}","{Adventure,Simulation,Indie}","{GOG,""Epic Games"",Steam,""Google Play"",""Nintendo Store"",""App Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Open World"",2D,Difficult,Survival,Stealth,""Steam Workshop"",""Point & Click"",War,Post-apocalyptic,""Choices Matter"",""Side Scroller"",Crafting,Roguelike,2.5D}",Mature
219,Dead Island,2011-09-05,3.47,74,7,"{PC,""Xbox 360"",""PlayStation 3""}","{Action,Shooter,RPG}","{""Xbox 360 Store""}","{Zombies,character,friends,island,police,room}",Mature
2436,Painkiller,2004-04-11,4.29,,1,{PC},"{Action,Shooter}",{},{},
220,Elden Ring,2022-02-24,4.43,95,59,"{PC,""Xbox One"",""PlayStation 4"",""Xbox Series S/X"",""PlayStation 5""}","{Action,RPG}","{Steam,""PlayStation Store"",""Xbox Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",Atmospheric,""Great Soundtrack"",RPG,Co-op,""Open World"",cooperative,""Third Person"",""Online Co-Op"",Fantasy,Difficult,Violent,""Action RPG"",PvP,""Dark Fantasy"",3D,""Online PvP"",""Steam Trading Cards"",Epic,Souls-like,history}",Mature
221,Magicka,2011-01-24,3.8,74,5,"{Android,PC}","{Action,RPG}","{Steam,""Google Play""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",steam-trading-cards,RPG,Co-op,cooperative,""Online Co-Op"",Fantasy,Funny,""Steam Leaderboards"",Difficult,Comedy,""Split Screen"",""Local Co-Op"",""Action RPG"",""Local Multiplayer"",Team-Based,Magic,""4 Player Local""}",
222,Darksiders Warmastered Edition,2016-11-28,3.69,79,5,"{""Xbox One"",PC,""Nintendo Switch"",""Wii U"",""PlayStation 4""}","{Action,RPG}","{""Nintendo Store"",""Epic Games"",Steam,""PlayStation Store"",""Xbox Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",steam-trading-cards,RPG,""Open World"",""Third Person"",Fantasy,Gore,Difficult,Violent,""Hack and Slash"",Post-apocalyptic,""Dark Fantasy"",Metroidvania,Remake,Demons}",Mature
223,FEZ,2012-04-12,4,91,2,"{""Nintendo Switch"",""PlayStation 3"",""Xbox 360"",""PlayStation 4"",""PS Vita"",iOS,PC,macOS,Linux}","{Action,Adventure,Indie,Puzzle,Platformer}","{""PlayStation Store"",""Epic Games"",GOG,Steam,""Xbox 360 Store"",""App Store"",itch.io,""Nintendo Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,""Great Soundtrack"",2D,""Steam Leaderboards"",Exploration,""Pixel Graphics"",Controller,Retro,""controller support"",Cute,Mystery,3D,Metroidvania,overlay,Relaxing,Puzzle-Platformer,2.5D}",Everyone
224,Lara Croft and the Temple of Osiris,2014-12-07,3.11,73,2,"{""Xbox One"",""PlayStation 4"",PC}","{Action,Adventure,Puzzle}","{""Xbox Store"",Steam,""PlayStation Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",RPG,Co-op,cooperative,""Third Person"",""Online Co-Op"",""Steam Leaderboards"",""Female Protagonist"",""Split Screen"",""Local Co-Op"",""Hack and Slash"",Isometric,Top-Down,""4 Player Local"",""Twin Stick Shooter"",""4 giocatori divano"",""Lara Croft""}",
225,Killing Floor,2009-05-13,3.43,72,5,"{PC,Linux,macOS}",{Action},{Steam},"{Singleplayer,""Steam Achievements"",Multiplayer,steam-trading-cards,""Great Soundtrack"",Co-op,cooperative,First-Person,Horror,FPS,""Online Co-Op"",Gore,Difficult,Survival,Comedy,stats,""Steam Workshop"",""Cross-Platform Multiplayer"",Zombies,""Includes level editor"",Moddable,exclusive,""Survival Horror"",Team-Based,""Valve Anti-Cheat enabled"",""true exclusive"",Class-Based}",
226,The Last Of Us,2013-06-13,4.57,95,15,"{""PlayStation 3"",""PlayStation 4""}","{Action,Adventure}","{""PlayStation Store""}",{exclusive},Mature
227,"Papers, Please",2013-08-07,4.38,85,4,"{Linux,macOS,PC,iOS,Android,""PS Vita""}","{Simulation,Educational,Indie,Puzzle}","{""Google Play"",itch.io,""PlayStation Store"",""App Store"",GOG,Steam}","{Singleplayer,""Steam Achievements"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",""Story Rich"",2D,""Steam Leaderboards"",Difficult,""Pixel Graphics"",stats,Retro,""Point & Click"",War,""Replay Value"",""Multiple Endings"",Dystopian,Surreal,Political,work,historical-fiction}",Mature
228,Sid Meier’s Civilization VI,2016-10-19,4.17,88,15,"{iOS,PC,macOS,""PlayStation 4"",""Xbox One"",""Nintendo Switch"",Linux}","{Strategy,Simulation}","{""PlayStation Store"",""Xbox Store"",""Epic Games"",Steam,""Nintendo Store"",""App Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,steam-trading-cards,""Great Soundtrack"",Co-op,""Open World"",""Online Co-Op"",Tactical,""Steam Workshop"",Moddable,War,Turn-Based,Historical,Memes,""Turn-Based Strategy"",Cartoony,Cartoon,""Grand Strategy"",4X}",Everyone 10+
